primeras_150_palabras,sentiment,total_duplicadas,ids_duplicadas,review
This insipid mini operetta featuring a Eddy-McDonald prototype in a Valentino scenario is so bad it becomes an endurance exercise after five minutes. It's silly from the get go as this brevity opens two military men discussing the lack of manliness in the son of one of the officers. In under a minute he is packed off to Morrocco where he lives a double life as the Red Shadow; the leader of an Arab tribe that would rather sing than fight.<br /><br />Alexander Gray and Bernice Clare possess fine light opera voices (with little acting ability) and there's a decent bass in there as well but the acting is so haphazard scenes so ill prepared you get the feeling they are making things up as they go along.<br /><br />This two reeler was part of a larger stage production that lists six writers. With more room to spoof and warble,negative,2,"6377, 29557",This insipid mini operetta featuring a Eddy-McDonald prototype in a Valentino scenario is so bad it becomes an endurance exercise after five minutes. It's silly from the get go as this brevity opens two military men discussing the lack of manliness in the son of one of the officers. In under a minute he is packed off to Morrocco where he lives a double life as the Red Shadow; the leader of an Arab tribe that would rather sing than fight.<br /><br />Alexander Gray and Bernice Clare possess fine light opera voices (with little acting ability) and there's a decent bass in there as well but the acting is so haphazard scenes so ill prepared you get the feeling they are making things up as they go along.<br /><br />This two reeler was part of a larger stage production that lists six writers. With more room to spoof and warble the show may have had some entertainment values but this rushed quickie is little more than an insult to an audience waiting for the feature presentation.
"This has got to be the worst show I have ever seen. I always liked Chuck Norris in Films, but why do we need to make these shows politically correct by adding a black side kick who is as threatening as Shirley Temple in Little Miss Marker. I also thought the show was limited because how many times can you kick a guy in the face and make it interesting. I know an African American who looks like this Trivette guy and he gets his butt kicked about once a week he is all attitude.<br /><br />Chuck Norris is the man and he deserves all the kudos he gets, I think this show started great but lost steam as time went on<br /><br />They should have dumped Chucks side kick",negative,2,"19531, 35074","This has got to be the worst show I have ever seen. I always liked Chuck Norris in Films, but why do we need to make these shows politically correct by adding a black side kick who is as threatening as Shirley Temple in Little Miss Marker. I also thought the show was limited because how many times can you kick a guy in the face and make it interesting. I know an African American who looks like this Trivette guy and he gets his butt kicked about once a week he is all attitude.<br /><br />Chuck Norris is the man and he deserves all the kudos he gets, I think this show started great but lost steam as time went on<br /><br />They should have dumped Chucks side kick"
"This film was so amateurish I could hardly believe what I was seeing. It is shot on VIDEO! NOT film! I have not seen the likes of this since the early 70's, when late night networks showed movie of the week 'horror flicks' shot in......video. It looks like a bad soap opera, and that is paying it a compliment. Some of the actors give it their best shot. Michael Des Barres does okay with what he is given to do, which is to act like a sex addict out of control. I can't say that it is pleasant to watch.<br /><br />Nastassja Kinski as the therapist sits in a chair for practically the entire film, with very little variation in camera angles. I can't fault her for someone else's poor blocking, but she is totally unbelievable in her role. Her little girl voice works against her here. And I consider",negative,2,"28824, 48775","This film was so amateurish I could hardly believe what I was seeing. It is shot on VIDEO! NOT film! I have not seen the likes of this since the early 70's, when late night networks showed movie of the week 'horror flicks' shot in......video. It looks like a bad soap opera, and that is paying it a compliment. Some of the actors give it their best shot. Michael Des Barres does okay with what he is given to do, which is to act like a sex addict out of control. I can't say that it is pleasant to watch.<br /><br />Nastassja Kinski as the therapist sits in a chair for practically the entire film, with very little variation in camera angles. I can't fault her for someone else's poor blocking, but she is totally unbelievable in her role. Her little girl voice works against her here. And I consider myself a Nastassja Kinski fan. She is certainly ageless and exotic, but she's outside her range with this.<br /><br />Alexandra Paul is pathetically overwrought. Every line she delivers is with three exclamation points. Someone must have directed her to scream at all costs. Why would Michael Des Barres want to have sex with such a raging shrew?<br /><br />Finally, Rosanna Arquette as the sweet, maligned wife comes off okay, and probably the most believable of the bunch. But that is not saying much.<br /><br />This has to be the worst film I have seen in years."
"This soap is worse than bad: it's poisonous. Of the many television shows that have had a corrosive influence on British society over the past twenty years, Eastenders is the prime example. For two decades this show has celebrated the oaf, the thug, the wide-boy, the tart, the gobby, the violent, the sexually-incontinent, the criminal, the ignorant, the unambitious ...<br /><br />How many times has someone or other remarked that Eastenders ""mirrors life""? Life on which planet, exactly? <br /><br />It's written about ""working-class"" characters, as imagined by middle-class people who have taken a course in creative writing. Eager to show to their middle-class peers how familiar they are with the ""working-class"" they dream up the lumpen rabble that is the citizenry of Eastenders.<br /><br />This has a toxic effect on some minds less well-equipped than others to handle fiction, and so we find members of the real population assuming",negative,2,"13476, 14154","This soap is worse than bad: it's poisonous. Of the many television shows that have had a corrosive influence on British society over the past twenty years, Eastenders is the prime example. For two decades this show has celebrated the oaf, the thug, the wide-boy, the tart, the gobby, the violent, the sexually-incontinent, the criminal, the ignorant, the unambitious ...<br /><br />How many times has someone or other remarked that Eastenders ""mirrors life""? Life on which planet, exactly? <br /><br />It's written about ""working-class"" characters, as imagined by middle-class people who have taken a course in creative writing. Eager to show to their middle-class peers how familiar they are with the ""working-class"" they dream up the lumpen rabble that is the citizenry of Eastenders.<br /><br />This has a toxic effect on some minds less well-equipped than others to handle fiction, and so we find members of the real population assuming the attitudes and demeanour of the inhabitants of Walford.<br /><br />Thus, it came to pass that Eastenders mirrors life; but only after life had been hoodwinked into mirroring Eastenders.<br /><br />Other soaps have followed in EE's footsteps, filled to their stinking gunwhales with ugly, potato-faced, shaven-headed, pot-bellied characters, scowling at each other and issuing threats constantly. This is the proletariat as perceived by the writers who produce this trash. The writers will grow rich on the proceeds of such output, and will go on to enjoy the finer things of life in their rarified enclaves. Meanwhile, the burgeoning number of new, TV-induced drones will proceed inexorably toward cultural bankruptcy.<br /><br />And there you have the new priests and the new creatures of the early 21st century. Much of this is due to the immeasurable power of that illuminated boxful of dancing pixels in the corner of your living-room. It's your fault, gentle reader: that's what you chose as the only window through which to look out from your prison."
"This film marked the end of the ""serious"" Universal Monsters era (Abbott and Costello meet up with the monsters later in ""Abbott and Costello Meet Frankentstein""). It was a somewhat desparate, yet fun attempt to revive the classic monsters of the Wolf Man, Frankenstein's monster, and Dracula one ""last"" time.<br /><br />I say desparate, because in the previous film, ""House of Frankenstein,"" both Dracula and the Wolf Man are killed according to how the vampire and werewolf legends say they should be (Dracula by the sunlight, and the wolf man by a silver bullet). Yet somehow they return in House of Dracula with no explanation. This movie could have played as a kind of prequel to House of Frankenstein if the Frankenstein monster plot wouldn't be continuing chronologically into House of Dracula from House of Frankenstein, and if the wolf man didn't get cured. Then there'd be no plot holes.",positive,2,"27515, 36526","This film marked the end of the ""serious"" Universal Monsters era (Abbott and Costello meet up with the monsters later in ""Abbott and Costello Meet Frankentstein""). It was a somewhat desparate, yet fun attempt to revive the classic monsters of the Wolf Man, Frankenstein's monster, and Dracula one ""last"" time.<br /><br />I say desparate, because in the previous film, ""House of Frankenstein,"" both Dracula and the Wolf Man are killed according to how the vampire and werewolf legends say they should be (Dracula by the sunlight, and the wolf man by a silver bullet). Yet somehow they return in House of Dracula with no explanation. This movie could have played as a kind of prequel to House of Frankenstein if the Frankenstein monster plot wouldn't be continuing chronologically into House of Dracula from House of Frankenstein, and if the wolf man didn't get cured. Then there'd be no plot holes. But since this is not the case, the plots of Dracula and the Wolf Man make no sense.<br /><br />However, ignoring these plot holes, House of Dracula is a classic atmospheric horror film that's fun to watch. It has many high points. Especially seeing the wolf man get cured. I know I just said that this shouldn't have been included, but it was nice to actually see him get cured after all this time. And the scene with the lady playing ""Moonlight Senada,"" on the piano then all of a sudden playing a haunting melody when under Dracula's spell was very eerie. Dr. Edleman's transformation into the ""Dr. Jekyl/Mr. Hyde"" type character was also done very well.<br /><br />And it's great to see Dracula, Frankenstein, and the Wolf Man together, one ""last"" time.<br /><br />*** out of ****"
This film is so bad and gets worse in every imaginable fashion. Its not just the poor acting and script nor is it the lame and perverse time one wastes on watching it. What really puts this film in my hall of shame is the apparent struggling that the writers and producers do with the film to try and make it funny. The actress replacing Jean Reno's descendant is to old and learned her lesson in the first film so they add a new girl who is to be married. Nearly all of the original extras and gags return however this time makes me want to ripe my eyes out of my sockets because it's a waste of perfectly good film. The torture of the constant camera cuts and shots in any scene in this movie can put the viewer into violent convolutions. This second film takes the successful original,negative,2,"21663, 37418","This film is so bad and gets worse in every imaginable fashion. Its not just the poor acting and script nor is it the lame and perverse time one wastes on watching it. What really puts this film in my hall of shame is the apparent struggling that the writers and producers do with the film to try and make it funny. The actress replacing Jean Reno's descendant is to old and learned her lesson in the first film so they add a new girl who is to be married. Nearly all of the original extras and gags return however this time makes me want to ripe my eyes out of my sockets because it's a waste of perfectly good film. The torture of the constant camera cuts and shots in any scene in this movie can put the viewer into violent convolutions. This second film takes the successful original and drags it out of its coffin and parades the corpse out in the public square and perversely degrades not only the original idea and its legacy but our intelligence as well. This film unlike the spruce goose could not fly for it had no plot in the principals returning for a 'necklace'. No script since it was apparently written and added to daily. No attention to camera or shots in mind. Poor lighting and special effects done for the sake of doing so. This film would not even pass for a student film in basic Film 101. How this pile got through no one can tell. It was a big loosing investment and it appears that no one had the strength to put this unnatural cruel mistake out of our miseries. This movie has one good part ...its END! This film is my #1 worst film of all time, finally ""Howard The Duck"" is no longer the goose."
"This film is bundled along with ""Gli fumavano le Colt... lo chiamavano Camposanto"" and both films leave a lot to be desired in the way of their DVD prints. First, both films are very dark--occasionally making it hard to see exactly what's happening. Second, neither film has subtitles and you are forced to watch a dubbed film--though ""Il Prezzo del Potere"" does seem to have a better dub. Personally, I always prefer subtitles but for the non-purists out there this isn't a problem. These DVD problems, however, are not the fault of the original film makers--just the indifferent package being marketed four decades later.<br /><br />As for the film, it's about the assassination of President Garfield. This is a MAJOR problem, as Van Johnson looks about as much like Garfield as Judy Garland. In no way whatsoever does he look like Garfield. He's missing the beard, has the wrong hair",negative,2,"21518, 42045","This film is bundled along with ""Gli fumavano le Colt... lo chiamavano Camposanto"" and both films leave a lot to be desired in the way of their DVD prints. First, both films are very dark--occasionally making it hard to see exactly what's happening. Second, neither film has subtitles and you are forced to watch a dubbed film--though ""Il Prezzo del Potere"" does seem to have a better dub. Personally, I always prefer subtitles but for the non-purists out there this isn't a problem. These DVD problems, however, are not the fault of the original film makers--just the indifferent package being marketed four decades later.<br /><br />As for the film, it's about the assassination of President Garfield. This is a MAJOR problem, as Van Johnson looks about as much like Garfield as Judy Garland. In no way whatsoever does he look like Garfield. He's missing the beard, has the wrong hair color and style and is just not even close in any way (trust me on this, I am an American History teacher and we are paid to know these sort of things!). The real life Garfield was a Civil War general and looked like the guys on the Smith Brothers cough drop boxes. Plus, using some other actor to provide the voice for Johnson in the dubbing is just surreal. Never before or since has Van Johnson sounded quite so macho!! He was a fine actor...but certainly not a convincing general or macho president.<br /><br />In addition to the stupid casting, President Garfield's death was in no way like this film. It's obvious that the film makers are actually cashing in on the crazy speculation about conspiracies concerning the death of JFK, not Garfield. Garfield was shot in Washington, DC (not Dallas) by a lone gunman with severe mental problems--not a group of men with rifles. However, according to most experts, what actually killed Garfield (over two months later) were incompetent doctors--who probed and probed and probed to retrieve a bullet (to no avail) and never bothered cleaning their hands or implements in the process. In other words, like George Washington (who was basically killed by repeated bloodletting when suffering with pneumonia) he died due to malpractice. In the movie they got nothing right whatsoever...other than indeed President Garfield was shot.<br /><br />Because the film bears almost no similarity to real history, it's like a history lesson as taught from someone from another planet or someone with a severe brain injury. Why not also include ninjas, fighting robots and the Greek gods while you're at it?!?! Aside from some decent acting and production values, because the script is utter cow crap, I don't recommend anyone watch it. It's just a complete and utter mess."
"This film features two of my favorite guilty pleasures. Sure, the effects are laughable, the story confused, but just watching Hasselhoff in his Knight Rider days is always fun. I especially like the old hotel they used to shoot this in, it added to what little suspense was mustered. Give it a 3.",negative,2,"10746, 49088","This film features two of my favorite guilty pleasures. Sure, the effects are laughable, the story confused, but just watching Hasselhoff in his Knight Rider days is always fun. I especially like the old hotel they used to shoot this in, it added to what little suspense was mustered. Give it a 3."
"This TV show is possibly the most pathetic display of crap on TV today. Horribly predictable, obscene usage of slow motion photography, cheesy story lines. Chuck Norris is an abomination who should never have been allowed to be filmed in anything. The way he chooses to make each episode into a public service announcement is really annoying. His acting sucks so bad that it makes a person cringe with embarrassment. I will give the series some credit though...it does get entertaining at times, but not enough for it make any difference. With all the negative points this series has, i still prefer it over reality TV, it can't really get any more worthless than that.",negative,2,"7132, 36345","This TV show is possibly the most pathetic display of crap on TV today. Horribly predictable, obscene usage of slow motion photography, cheesy story lines. Chuck Norris is an abomination who should never have been allowed to be filmed in anything. The way he chooses to make each episode into a public service announcement is really annoying. His acting sucks so bad that it makes a person cringe with embarrassment. I will give the series some credit though...it does get entertaining at times, but not enough for it make any difference. With all the negative points this series has, i still prefer it over reality TV, it can't really get any more worthless than that."
"This HAS to be my guilty pleasure. I am a HUGE fan of 80's movies that were designed to entertain and they didn't care if they offended anyone. This move has no meat, not substance, no deep thought provoking scenes. Just plain old college kids having fun and if a few breasts have to be shown, then so be it! This movie is for when you just want to relax and NOT think. Viva la nudity!",positive,2,"2357, 37755","This HAS to be my guilty pleasure. I am a HUGE fan of 80's movies that were designed to entertain and they didn't care if they offended anyone. This move has no meat, not substance, no deep thought provoking scenes. Just plain old college kids having fun and if a few breasts have to be shown, then so be it! This movie is for when you just want to relax and NOT think. Viva la nudity!"
"These writers are trying to re-create the characters they have on ""scrubs"" in a different occupation however the characters they are stuck with have no charisma or acting ability not to mention the writing seems poor and effortless. These guys are trying to create something that would be good if the writing wasn't so disgusting which is leaving the shows only lifeline to be two attractive teachers that that are barely keeping it alive. The humor in this show seems like it is trying to target an audience with an I.Q. of 40 or below. Another reason why this show is becoming a failure could be that the writing on the show ""scrubs"" is excellent and this show has to follow it up leaving the viewer in an odd position not knowing whether to cry or to just lose hope in new sitcoms all together. This is just my opinion",negative,2,"32498, 36740","These writers are trying to re-create the characters they have on ""scrubs"" in a different occupation however the characters they are stuck with have no charisma or acting ability not to mention the writing seems poor and effortless. These guys are trying to create something that would be good if the writing wasn't so disgusting which is leaving the shows only lifeline to be two attractive teachers that that are barely keeping it alive. The humor in this show seems like it is trying to target an audience with an I.Q. of 40 or below. Another reason why this show is becoming a failure could be that the writing on the show ""scrubs"" is excellent and this show has to follow it up leaving the viewer in an odd position not knowing whether to cry or to just lose hope in new sitcoms all together. This is just my opinion but i think these guys should stop now before they humiliate themselves anymore than they have already."
"There's something frustrating about watching a movie like 'Murder By Numers' because somewhere inside that Hollywood formula is a good movie trying to pop out. However, by the time the credits roll, there's no saving it. The whole thing is pretty much blown by the ""cop side"" of the story, where Sandra Bullock and Ben Chaplin's homicide detective characters muddle through an awkward sexual affair that becomes more and more trivialized the longer the movie goes on. Although Bullock is strong in her role, it's not enough to save the lackluster script and lazy pacing. Ben Chaplin's talents are wasted in a forgettable role (he did much better earlier in the year in the underrated 'Birthday Girl') as well as Chris Penn, who has a role so thanklessly small you feel sorry for a talent like him. Anyway, the plot really isn't even a factor in this movie at all.",negative,2,"18787, 29201","There's something frustrating about watching a movie like 'Murder By Numers' because somewhere inside that Hollywood formula is a good movie trying to pop out. However, by the time the credits roll, there's no saving it. The whole thing is pretty much blown by the ""cop side"" of the story, where Sandra Bullock and Ben Chaplin's homicide detective characters muddle through an awkward sexual affair that becomes more and more trivialized the longer the movie goes on. Although Bullock is strong in her role, it's not enough to save the lackluster script and lazy pacing. Ben Chaplin's talents are wasted in a forgettable role (he did much better earlier in the year in the underrated 'Birthday Girl') as well as Chris Penn, who has a role so thanklessly small you feel sorry for a talent like him. Anyway, the plot really isn't even a factor in this movie at all. The two teen killers played by Ryan Gosling and Michael Pitt are the only real reasons to see this movie. Their talent and chemistry work pretty good and they play off of each other quite well. It's too bad they weren't in a much better all-around film. Barbet Schroeder is treading way too safe ground here for such a seasoned filmmaker. Bottom Line: it's worth a rent if you're a genre fan, but everyone else will live a fulfilled life without ever seeing it, except maybe on network TV with convenient commercial breaks."
There's only one thing I'm going to say about cat in the hat...as a KIDS movie and a good comedy movie it sucks...I lost track of how many terrible jokes in the movie that not only sucked but weren't exactly kid appropriate. Oh and by the way the way the cat in the hat talked was annoying...as for the plot I completely forgot. Who cares it sucked anyway. i'm not sure why Mike Myers joined but I think the writers were trying to make it sound like him in Austin powers without the swinger talk and it overly succeeded- but so what it was annoying. don't see it-it belongs in the bottom 100.............................. the jokes are so unkiddy it's funny,negative,2,"12593, 34313",There's only one thing I'm going to say about cat in the hat...as a KIDS movie and a good comedy movie it sucks...I lost track of how many terrible jokes in the movie that not only sucked but weren't exactly kid appropriate. Oh and by the way the way the cat in the hat talked was annoying...as for the plot I completely forgot. Who cares it sucked anyway. i'm not sure why Mike Myers joined but I think the writers were trying to make it sound like him in Austin powers without the swinger talk and it overly succeeded- but so what it was annoying. don't see it-it belongs in the bottom 100.............................. the jokes are so unkiddy it's funny
"There is no way to avoid a comparison between The Cat in the Hat and The Grinch Who Stole Christmas, so let's get that part out of the way. First of all, let me start by saying that I think Grinch was an underrated and unappreciated film. Cat was... well, just awful.<br /><br />Jim Carey was cast because he is a brilliant physical comedian, and fearlessly commits to over the top, outrageous characters. Mike Myers fell back on his old bag of tricks.<br /><br />Why, why, why Mike Myers?? The kids could care less, and the Austin Powers demographic isn't going to spy this film. So, what was the studio thinking?<br /><br />The Cat was also apparently related to Linda Richmond. Can we talk? Why a New York Accent? Not entirely consistent with anything Dr. Seuss has ever written. Myers was even allowed to sneak in his Scottish shtick. I",negative,2,"23821, 43361","There is no way to avoid a comparison between The Cat in the Hat and The Grinch Who Stole Christmas, so let's get that part out of the way. First of all, let me start by saying that I think Grinch was an underrated and unappreciated film. Cat was... well, just awful.<br /><br />Jim Carey was cast because he is a brilliant physical comedian, and fearlessly commits to over the top, outrageous characters. Mike Myers fell back on his old bag of tricks.<br /><br />Why, why, why Mike Myers?? The kids could care less, and the Austin Powers demographic isn't going to spy this film. So, what was the studio thinking?<br /><br />The Cat was also apparently related to Linda Richmond. Can we talk? Why a New York Accent? Not entirely consistent with anything Dr. Seuss has ever written. Myers was even allowed to sneak in his Scottish shtick. I wonder how many different voices the director and the studio tried to edit out of before they just gave in and said ""as long as you don't say fahklempt', you can keep the accents."" Meyers never seemed to find any sort of comfort, either with the costume, make-up, or dialogue.<br /><br />The jokes, what few there were, were crude and age inappropriate. When Myers picks up a garden hoe and delivers to the camera: ""dirty ho"", everything but the rim shot was missing, and even that wouldn't have helped.<br /><br />The same folks who created 'Whoville', clearly had a hand in the creation of the town and the houses in 'Cat'. The sets and props were very appealing, giving the viewer a much needed distraction from the bad writing, direction, and Myers.<br /><br />There was some fun to be had with Alec Baldwin and Kelly Preston. Dakota Fanning was the only actor who seemed to be aware she was in a movie based on a Dr. Seuss classic, and stayed true to the genre.<br /><br />Call the SPCA. This Cat should be neutered and never be allowed to reproduce again. Please, please, no sequel."
"This is one of those star-filled over-the-top comedies that could a) be hysterical, or b) wish that you had gone to the dentist to have all your teeth pulled instead. Unfortunately, One Night at McCool's is a classic ""b.""<br /><br />Goldie Hawn recently commented about ""Town and Country"" that it's a big problem in Hollywood that they start with hiring the actors and putting together a deal before a script is completed. You have to figure that not only did they go into this picture without a complete script, they also mangled it daily. Maybe we need to send cards and letters to the heads of all the studio that say, ""It's the script, stupid."" <br /><br />This is also one of those movies where you find yourself feeling sorry for the actors most of the way through. They're working their asses off trying to make all this seem hysterical,",negative,2,"6207, 9503","This is one of those star-filled over-the-top comedies that could a) be hysterical, or b) wish that you had gone to the dentist to have all your teeth pulled instead. Unfortunately, One Night at McCool's is a classic ""b.""<br /><br />Goldie Hawn recently commented about ""Town and Country"" that it's a big problem in Hollywood that they start with hiring the actors and putting together a deal before a script is completed. You have to figure that not only did they go into this picture without a complete script, they also mangled it daily. Maybe we need to send cards and letters to the heads of all the studio that say, ""It's the script, stupid."" <br /><br />This is also one of those movies where you find yourself feeling sorry for the actors most of the way through. They're working their asses off trying to make all this seem hysterical, but they know most of it is going to be accompanied not by belly laughs but by the sounds of the crickets you can hear inside the silent theatre.<br /><br />Is it an unmitigated disaster? Not entirely. There are some smiles along the way, mostly due to the efforts of the actors. I probably would have gone out of the theatre thinking, ""Eh. It was okay."" So why the undeniably hostile tone in my review? The ending. If, as it's been noted, the rest of the movie is just all a setup for the ending, then it misses spectacularly. I really wish I could speak specifically about it, but I hate people who give too much away (even in warning). Suffice it to say that as soon as you see John Goodman behind a bent-over Paul Reiser (nothing given away here. It's in the trailer), get the hell out of the theatre and go out thinking, ""Eh. It was okay."" The rest of the movie is tacked-on and creatively bankrupt. And you'll be appalled that there will actually be people laughing at this mess. <br /><br />If you loved ""There's Something About Mary"" or ""Meet The Parents"" (both GREAT movies), then don't bother to see this movie. Go have those teeth taken care of instead."
"This is the final episode we deserved. At the end of the last season, things were left in a 'life goes on' mood, which was hardly the wrap-up that this realistic series deserved. While not a happy show, this series was always one that made you think (a rare thing on television), and this is no exception. 'Is death justified by reasoning?' 'Are morals reflective of society, or is society shaped by the morals that are selected by the few in power?' 'What is a just death, and can it exist?' All of these questions, and more, are posed by the writers of this show every week, and this is their final thesis. Fine acting, great writing, wonderful camera-work, brilliant editing, clean direction. If you have seen the series and you missed this when it first ran, then get a hold on a copy somehow. If you never watched the",positive,2,"26899, 48583","This is the final episode we deserved. At the end of the last season, things were left in a 'life goes on' mood, which was hardly the wrap-up that this realistic series deserved. While not a happy show, this series was always one that made you think (a rare thing on television), and this is no exception. 'Is death justified by reasoning?' 'Are morals reflective of society, or is society shaped by the morals that are selected by the few in power?' 'What is a just death, and can it exist?' All of these questions, and more, are posed by the writers of this show every week, and this is their final thesis. Fine acting, great writing, wonderful camera-work, brilliant editing, clean direction. If you have seen the series and you missed this when it first ran, then get a hold on a copy somehow. If you never watched the series when it ran, then this will stand up on its own, but it may be heavy going trying to keep up with who all the characters are and what they are alluding to in their varied pasts. For those of us who were avid viewers of the series in the last two seasons, this is very satisfying viewing."
"This is the worst film I have ever seen, bar none. From the flimsy-looking, poorly lit sets, to the laughable acting, to the infantile plot and shoddy, drawn-out action sequences, this film is so bad, its hilarious. For about ten minutes. After which you will be reaching for the remote or the power socket to end this film non-experience. Although it was obviously made with the entire production and acting staff's collective tongue rammed in cheek (please God), I found Jack Frost 2 so dreadful as to be unwatchable for more than a quarter of an hour. If you have not had enough of it after this time, you must be indulging in drug abuse.",negative,2,"3366, 21585","This is the worst film I have ever seen, bar none. From the flimsy-looking, poorly lit sets, to the laughable acting, to the infantile plot and shoddy, drawn-out action sequences, this film is so bad, its hilarious. For about ten minutes. After which you will be reaching for the remote or the power socket to end this film non-experience. Although it was obviously made with the entire production and acting staff's collective tongue rammed in cheek (please God), I found Jack Frost 2 so dreadful as to be unwatchable for more than a quarter of an hour. If you have not had enough of it after this time, you must be indulging in drug abuse."
"This movie had a IMDB rating of 8.1 so I expected much more from it. It starts out funny and endearing with an energy that feels spontaneous. But before the movie is half-way through, it begins to drag and everything becomes sickingly predictable. The characters in the office were delightful in the first third of the movie, but we get to know them a little too well; they become caricatures, not real people at all. This is the same story I've seen hundreds of times, only told here with slightly different circumstances. The thing is, I could stomach another predictable love story if only the dialog weren't so stale!<br /><br />The only thing that could be worse is if the characters had inconsistent and unbelievable motivations, and unfortunately that was also the case with Dead Letter Office. Hopefully this movie will end up in the Dead Movie Office soon.",negative,2,"17651, 34080","This movie had a IMDB rating of 8.1 so I expected much more from it. It starts out funny and endearing with an energy that feels spontaneous. But before the movie is half-way through, it begins to drag and everything becomes sickingly predictable. The characters in the office were delightful in the first third of the movie, but we get to know them a little too well; they become caricatures, not real people at all. This is the same story I've seen hundreds of times, only told here with slightly different circumstances. The thing is, I could stomach another predictable love story if only the dialog weren't so stale!<br /><br />The only thing that could be worse is if the characters had inconsistent and unbelievable motivations, and unfortunately that was also the case with Dead Letter Office. Hopefully this movie will end up in the Dead Movie Office soon."
"This show is the worst show ever! Norris and his family write it, produce it, direct it, etc etc. The only reason I ever see it is because my goofy wife likes it. How many times can Norris fly though the air from plain sight to land a kick on an obviously blind villain? No trees, no building, just whoosh.....thin air. He ALWAYS solves the case or is the best at whatever skill there is. No co star ever gets the glory. Its all Norris. Its truly apparent that Norris is awful stuck on himself and will not allow anyone to one up him in any scene no matter what the content. Terrible acting, terrible script, terrible series.",negative,2,"30004, 49216","This show is the worst show ever! Norris and his family write it, produce it, direct it, etc etc. The only reason I ever see it is because my goofy wife likes it. How many times can Norris fly though the air from plain sight to land a kick on an obviously blind villain? No trees, no building, just whoosh.....thin air. He ALWAYS solves the case or is the best at whatever skill there is. No co star ever gets the glory. Its all Norris. Its truly apparent that Norris is awful stuck on himself and will not allow anyone to one up him in any scene no matter what the content. Terrible acting, terrible script, terrible series."
"This should have been a short film, nothing more. The Length of 1,5 hours is much too long, because after 10 minutes you have seen almost every joke. It's getting more and more on your nerves untill you finally kick out your brain to endure that movie.<br /><br />To do yourself a favor, don't mention to see that movie...",negative,2,"21957, 26500","This should have been a short film, nothing more. The Length of 1,5 hours is much too long, because after 10 minutes you have seen almost every joke. It's getting more and more on your nerves untill you finally kick out your brain to endure that movie.<br /><br />To do yourself a favor, don't mention to see that movie..."
"This series is formulaic and boring. The episodes are the same thing every week, simply with slightly varied settings. Some purely evil character does some dastardly deed, Walker goes after him, and it ends in a Karate match. The villains are super-cliché super-stereotypical evil villains, the good guys are all pure, honest and saintly, and the story lines are simplistic and unrealistic. After about 2 episodes, the show becomes totally unwatchable by all but the least discerning fans. Certainly not Norris's best work. His other work may be cliché but it usually does not drag on for weeks. If you enjoy formulaic,boring, repetitive clichéd snooze-fests, then this is for you.",negative,2,"12258, 23332","This series is formulaic and boring. The episodes are the same thing every week, simply with slightly varied settings. Some purely evil character does some dastardly deed, Walker goes after him, and it ends in a Karate match. The villains are super-cliché super-stereotypical evil villains, the good guys are all pure, honest and saintly, and the story lines are simplistic and unrealistic. After about 2 episodes, the show becomes totally unwatchable by all but the least discerning fans. Certainly not Norris's best work. His other work may be cliché but it usually does not drag on for weeks. If you enjoy formulaic,boring, repetitive clichéd snooze-fests, then this is for you."
"This only gets bashed because it stars David Hasselhoff. Well, then let me bash it to. Compared to the garbage they call horror coming out nowadays, this film isn't too bad. It has the beautiful Leslie Cumming. She is super hot, but can't talk very well. There is a great scene with her when she is supernaturally raped. She shows off her nice body. Linda Blair does nothing here as well as Hasselhoff. 3/10",negative,2,"30005, 32077","This only gets bashed because it stars David Hasselhoff. Well, then let me bash it to. Compared to the garbage they call horror coming out nowadays, this film isn't too bad. It has the beautiful Leslie Cumming. She is super hot, but can't talk very well. There is a great scene with her when she is supernaturally raped. She shows off her nice body. Linda Blair does nothing here as well as Hasselhoff. 3/10"
"This movie was physically painful to sit through, maybe because (like many people my age, and younger) I grew up with Dr. Seuss and loved his books - funny, clever, whimsical and subversive at the same time. ""The Cat in the Hat"" sucks all of the interest and spark out of the story, and Mike Myer's performance as the Cat is mostly bewildering. Why the Borscht Belt accent, the unfunny patter, the inappropriate jokes, the charmless costume? I had to go back and re-read the books to see the real problem: the books are SIMPLE. This movie is OVERBLOWN and way, way too long.<br /><br />You don't expect every kids' movie to be Toy Story or The Iron Giant, but this one set a new low. How could Mike Myers need the money?",negative,2,"31948, 38612","This movie was physically painful to sit through, maybe because (like many people my age, and younger) I grew up with Dr. Seuss and loved his books - funny, clever, whimsical and subversive at the same time. ""The Cat in the Hat"" sucks all of the interest and spark out of the story, and Mike Myer's performance as the Cat is mostly bewildering. Why the Borscht Belt accent, the unfunny patter, the inappropriate jokes, the charmless costume? I had to go back and re-read the books to see the real problem: the books are SIMPLE. This movie is OVERBLOWN and way, way too long.<br /><br />You don't expect every kids' movie to be Toy Story or The Iron Giant, but this one set a new low. How could Mike Myers need the money?"
